date,district,pm10,pm25,month,day,season,pm_grade
2019-12-31,강남구,22,14,12,31,winter,good
2019-12-31,강동구,27,19,12,31,winter,good
2019-12-31,강북구,31,17,12,31,winter,normal
2019-12-31,강서구,29,16,12,31,winter,good
2019-12-31,관악구,36,18,12,31,winter,normal
2019-12-31,광진구,22,10,12,31,winter,good
2019-12-31,구로구,25,16,12,31,winter,good
2019-12-31,금천구,23,18,12,31,winter,good
2019-12-31,노원구,22,17,12,31,winter,good
2019-12-31,도봉구,19,12,12,31,winter,good
2019-12-31,동대문구,25,12,12,31,winter,good
2019-12-31,동작구,30,19,12,31,winter,good
2019-12-31,마포구,24,15,12,31,winter,good
2019-12-31,서대문구,23,9,12,31,winter,good
2019-12-31,서초구,27,13,12,31,winter,good
2019-12-31,성동구,25,16,12,31,winter,good
2019-12-31,성북구,26,12,12,31,winter,good
2019-12-31,송파구,26,18,12,31,winter,good
2019-12-31,양천구,29,17,12,31,winter,good
2019-12-31,영등포구,22,14,12,31,winter,good
2019-12-31,용산구,37,18,12,31,winter,normal
2019-12-31,은평구,24,13,12,31,winter,good
2019-12-31,종로구,27,19,12,31,winter,good
2019-12-31,중구,26,18,12,31,winter,good
2019-12-31,중랑구,23,12,12,31,winter,good
2019-12-30,강남구,35,25,12,30,winter,normal
2019-12-30,강동구,40,29,12,30,winter,normal
2019-12-30,강북구,37,25,12,30,winter,normal
2019-12-30,강서구,42,25,12,30,winter,normal
2019-12-30,관악구,38,24,12,30,winter,normal
2019-12-30,광진구,36,21,12,30,winter,normal
2019-12-30,구로구,33,27,12,30,winter,normal
2019-12-30,금천구,31,28,12,30,winter,normal
2019-12-30,노원구,32,27,12,30,winter,normal
2019-12-30,도봉구,28,20,12,30,winter,good
2019-12-30,동대문구,37,24,12,30,winter,normal
2019-12-30,동작구,42,29,12,30,winter,normal
2019-12-30,마포구,32,23,12,30,winter,normal
2019-12-30,서대문구,35,18,12,30,winter,normal
2019-12-30,서초구,40,27,12,30,winter,normal
2019-12-30,성동구,35,25,12,30,winter,normal
2019-12-30,성북구,37,24,12,30,winter,normal
2019-12-30,송파구,34,23,12,30,winter,normal
2019-12-30,양천구,40,28,12,30,winter,normal
2019-12-30,영등포구,33,23,12,30,winter,normal
2019-12-30,용산구,33,26,12,30,winter,normal
2019-12-30,은평구,35,22,12,30,winter,normal
2019-12-30,종로구,39,28,12,30,winter,normal
2019-12-30,중구,35,30,12,30,winter,normal
2019-12-30,중랑구,37,20,12,30,winter,normal
2019-12-29,강남구,43,29,12,29,winter,normal
2019-12-29,강동구,50,34,12,29,winter,normal
2019-12-29,강북구,47,29,12,29,winter,normal
2019-12-29,강서구,52,26,12,29,winter,normal
2019-12-29,관악구,49,29,12,29,winter,normal
2019-12-29,광진구,44,22,12,29,winter,normal
2019-12-29,구로구,48,31,12,29,winter,normal
2019-12-29,금천구,38,31,12,29,winter,normal
2019-12-29,노원구,38,30,12,29,winter,normal
2019-12-29,도봉구,39,22,12,29,winter,normal
2019-12-29,동대문구,45,25,12,29,winter,normal
2019-12-29,동작구,49,31,12,29,winter,normal
2019-12-29,마포구,42,27,12,29,winter,normal
2019-12-29,서대문구,41,17,12,29,winter,normal
2019-12-29,서초구,50,29,12,29,winter,normal
2019-12-29,성동구,43,29,12,29,winter,normal
2019-12-29,성북구,44,25,12,29,winter,normal
2019-12-29,송파구,43,26,12,29,winter,normal
2019-12-29,양천구,52,31,12,29,winter,normal
2019-12-29,영등포구,44,28,12,29,winter,normal
2019-12-29,용산구,40,30,12,29,winter,normal
2019-12-29,은평구,40,20,12,29,winter,normal
2019-12-29,종로구,45,30,12,29,winter,normal
2019-12-29,중구,45,33,12,29,winter,normal
2019-12-29,중랑구,44,21,12,29,winter,normal
2019-12-28,강남구,42,27,12,28,winter,normal
2019-12-28,강동구,49,31,12,28,winter,normal
2019-12-28,강북구,45,28,12,28,winter,normal
2019-12-28,강서구,49,23,12,28,winter,normal
2019-12-28,관악구,38,21,12,28,winter,normal
2019-12-28,광진구,44,20,12,28,winter,normal
2019-12-28,구로구,35,22,12,28,winter,normal
2019-12-28,금천구,34,24,12,28,winter,normal
2019-12-28,노원구,33,27,12,28,winter,normal
2019-12-28,도봉구,37,21,12,28,winter,normal
2019-12-28,동대문구,42,25,12,28,winter,normal
2019-12-28,동작구,43,26,12,28,winter,normal
2019-12-28,마포구,40,25,12,28,winter,normal
2019-12-28,서대문구,44,18,12,28,winter,normal
2019-12-28,서초구,48,27,12,28,winter,normal
2019-12-28,성동구,41,27,12,28,winter,normal
2019-12-28,성북구,46,25,12,28,winter,normal
2019-12-28,송파구,44,25,12,28,winter,normal
2019-12-28,양천구,48,27,12,28,winter,normal
2019-12-28,영등포구,41,25,12,28,winter,normal
2019-12-28,용산구,40,28,12,28,winter,normal
2019-12-28,은평구,40,20,12,28,winter,normal
2019-12-28,종로구,45,30,12,28,winter,normal
2019-12-28,중구,44,33,12,28,winter,normal
2019-12-28,중랑구,43,20,12,28,winter,normal
2019-12-27,강남구,31,23,12,27,winter,normal
2019-12-27,강동구,41,30,12,27,winter,normal
2019-12-27,강북구,37,27,12,27,winter,normal
2019-12-27,강서구,40,23,12,27,winter,normal
2019-12-27,관악구,39,23,12,27,winter,normal
2019-12-27,광진구,33,18,12,27,winter,normal
2019-12-27,구로구,30,22,12,27,winter,good
2019-12-27,금천구,29,26,12,27,winter,good
2019-12-27,노원구,33,30,12,27,winter,normal
2019-12-27,도봉구,28,19,12,27,winter,good
2019-12-27,동대문구,31,20,12,27,winter,normal
2019-12-27,동작구,38,26,12,27,winter,normal
2019-12-27,마포구,33,23,12,27,winter,normal
2019-12-27,서대문구,34,17,12,27,winter,normal
2019-12-27,서초구,33,23,12,27,winter,normal
2019-12-27,성동구,32,25,12,27,winter,normal
2019-12-27,성북구,34,20,12,27,winter,normal
2019-12-27,송파구,34,23,12,27,winter,normal
2019-12-27,양천구,40,26,12,27,winter,normal
2019-12-27,영등포구,32,22,12,27,winter,normal
2019-12-27,용산구,31,24,12,27,winter,normal
2019-12-27,은평구,33,20,12,27,winter,normal
2019-12-27,종로구,35,27,12,27,winter,normal
2019-12-27,중구,33,28,12,27,winter,normal
2019-12-27,중랑구,41,24,12,27,winter,normal
2019-12-26,강남구,45,34,12,26,winter,normal
2019-12-26,강동구,53,40,12,26,winter,normal
2019-12-26,강북구,50,36,12,26,winter,normal
2019-12-26,강서구,56,33,12,26,winter,normal
2019-12-26,관악구,50,33,12,26,winter,normal
2019-12-26,광진구,47,28,12,26,winter,normal
2019-12-26,구로구,46,34,12,26,winter,normal
2019-12-26,금천구,45,40,12,26,winter,normal
2019-12-26,노원구,41,34,12,26,winter,normal
2019-12-26,도봉구,44,29,12,26,winter,normal
2019-12-26,동대문구,46,30,12,26,winter,normal
2019-12-26,동작구,54,39,12,26,winter,normal
2019-12-26,마포구,42,30,12,26,winter,normal
2019-12-26,서대문구,48,25,12,26,winter,normal
2019-12-26,서초구,52,35,12,26,winter,normal
2019-12-26,성동구,46,33,12,26,winter,normal
2019-12-26,성북구,46,35,12,26,winter,normal
2019-12-26,송파구,46,32,12,26,winter,normal
2019-12-26,양천구,56,37,12,26,winter,normal
2019-12-26,영등포구,40,31,12,26,winter,normal
2019-12-26,용산구,41,34,12,26,winter,normal
2019-12-26,은평구,43,27,12,26,winter,normal
2019-12-26,종로구,48,33,12,26,winter,normal
2019-12-26,중구,46,38,12,26,winter,normal
2019-12-26,중랑구,53,31,12,26,winter,normal
2019-12-25,강남구,42,34,12,25,winter,normal
2019-12-25,강동구,57,44,12,25,winter,normal
2019-12-25,강북구,60,46,12,25,winter,normal
2019-12-25,강서구,68,39,12,25,winter,normal
2019-12-25,관악구,57,42,12,25,winter,normal
2019-12-25,광진구,47,29,12,25,winter,normal
2019-12-25,구로구,51,40,12,25,winter,normal
2019-12-25,금천구,42,39,12,25,winter,normal
2019-12-25,노원구,54,47,12,25,winter,normal
2019-12-25,도봉구,58,40,12,25,winter,normal
2019-12-25,동대문구,52,38,12,25,winter,normal
2019-12-25,동작구,49,37,12,25,winter,normal
2019-12-25,마포구,48,38,12,25,winter,normal
2019-12-25,서대문구,48,27,12,25,winter,normal
2019-12-25,서초구,52,38,12,25,winter,normal
2019-12-25,성동구,46,36,12,25,winter,normal
2019-12-25,성북구,57,43,12,25,winter,normal
2019-12-25,송파구,45,33,12,25,winter,normal
2019-12-25,양천구,64,44,12,25,winter,normal
2019-12-25,영등포구,39,30,12,25,winter,normal
2019-12-25,용산구,43,37,12,25,winter,normal
2019-12-25,은평구,42,28,12,25,winter,normal
2019-12-25,종로구,53,40,12,25,winter,normal
2019-12-25,중구,51,45,12,25,winter,normal
2019-12-25,중랑구,52,32,12,25,winter,normal
2019-12-24,강남구,62,51,12,24,winter,normal
2019-12-24,강동구,71,57,12,24,winter,normal
2019-12-24,강북구,77,60,12,24,winter,normal
2019-12-24,강서구,81,47,12,24,winter,bad
2019-12-24,관악구,72,53,12,24,winter,normal
2019-12-24,광진구,60,39,12,24,winter,normal
2019-12-24,구로구,68,51,12,24,winter,normal
2019-12-24,금천구,64,60,12,24,winter,normal
2019-12-24,노원구,73,63,12,24,winter,normal
2019-12-24,도봉구,71,49,12,24,winter,normal
2019-12-24,동대문구,75,57,12,24,winter,normal
2019-12-24,동작구,76,59,12,24,winter,normal
2019-12-24,마포구,64,51,12,24,winter,normal
2019-12-24,서대문구,68,40,12,24,winter,normal
2019-12-24,서초구,77,54,12,24,winter,normal
2019-12-24,성동구,66,54,12,24,winter,normal
2019-12-24,성북구,70,58,12,24,winter,normal
2019-12-24,송파구,60,48,12,24,winter,normal
2019-12-24,양천구,74,54,12,24,winter,normal
2019-12-24,영등포구,54,43,12,24,winter,normal
2019-12-24,용산구,65,52,12,24,winter,normal
2019-12-24,은평구,59,40,12,24,winter,normal
2019-12-24,종로구,78,59,12,24,winter,normal
2019-12-24,중구,72,64,12,24,winter,normal
2019-12-24,중랑구,69,43,12,24,winter,normal
2019-12-23,강남구,51,44,12,23,winter,normal
2019-12-23,강동구,62,51,12,23,winter,normal
2019-12-23,강북구,53,41,12,23,winter,normal
2019-12-23,강서구,59,38,12,23,winter,normal
2019-12-23,관악구,45,33,12,23,winter,normal
2019-12-23,광진구,51,37,12,23,winter,normal
2019-12-23,구로구,41,37,12,23,winter,normal
2019-12-23,노원구,51,45,12,23,winter,normal
2019-12-23,도봉구,46,34,12,23,winter,normal
2019-12-23,동대문구,56,42,12,23,winter,normal
2019-12-23,동작구,55,45,12,23,winter,normal
2019-12-23,마포구,43,37,12,23,winter,normal
2019-12-23,서대문구,51,32,12,23,winter,normal
2019-12-23,서초구,58,44,12,23,winter,normal
2019-12-23,성동구,52,43,12,23,winter,normal
2019-12-23,성북구,49,40,12,23,winter,normal
2019-12-23,송파구,48,39,12,23,winter,normal
2019-12-23,양천구,58,43,12,23,winter,normal
2019-12-23,영등포구,39,33,12,23,winter,normal
2019-12-23,용산구,45,39,12,23,winter,normal
2019-12-23,은평구,49,37,12,23,winter,normal
2019-12-23,종로구,54,42,12,23,winter,normal
2019-12-23,중구,51,47,12,23,winter,normal
2019-12-23,중랑구,53,34,12,23,winter,normal
2019-12-22,강남구,56,46,12,22,winter,normal
2019-12-22,강동구,68,54,12,22,winter,normal
2019-12-22,강북구,63,47,12,22,winter,normal
2019-12-22,강서구,67,43,12,22,winter,normal
2019-12-22,관악구,50,33,12,22,winter,normal
2019-12-22,광진구,61,37,12,22,winter,normal
2019-12-22,구로구,48,38,12,22,winter,normal
2019-12-22,금천구,48,47,12,22,winter,normal
2019-12-22,노원구,57,49,12,22,winter,normal
2019-12-22,도봉구,57,40,12,22,winter,normal
2019-12-22,동대문구,58,42,12,22,winter,normal
2019-12-22,동작구,63,49,12,22,winter,normal
2019-12-22,마포구,53,46,12,22,winter,normal
2019-12-22,서대문구,59,35,12,22,winter,normal
2019-12-22,서초구,69,48,12,22,winter,normal
2019-12-22,성동구,58,45,12,22,winter,normal
2019-12-22,성북구,58,42,12,22,winter,normal
2019-12-22,송파구,54,40,12,22,winter,normal
2019-12-22,양천구,69,51,12,22,winter,normal
2019-12-22,영등포구,47,37,12,22,winter,normal
2019-12-22,용산구,53,46,12,22,winter,normal
2019-12-22,은평구,57,38,12,22,winter,normal
2019-12-22,종로구,61,45,12,22,winter,normal
2019-12-22,중구,60,53,12,22,winter,normal
2019-12-22,중랑구,59,36,12,22,winter,normal
2019-12-21,강남구,33,25,12,21,winter,normal
2019-12-21,강동구,43,31,12,21,winter,normal
2019-12-21,강북구,39,28,12,21,winter,normal
2019-12-21,강서구,37,22,12,21,winter,normal
2019-12-21,관악구,32,20,12,21,winter,normal
2019-12-21,광진구,37,21,12,21,winter,normal
2019-12-21,구로구,21,15,12,21,winter,good
2019-12-21,금천구,27,25,12,21,winter,good
2019-12-21,노원구,31,26,12,21,winter,normal
2019-12-21,도봉구,32,21,12,21,winter,normal
2019-12-21,동대문구,37,23,12,21,winter,normal
2019-12-21,동작구,35,26,12,21,winter,normal
2019-12-21,마포구,33,25,12,21,winter,normal
2019-12-21,서대문구,36,18,12,21,winter,normal
2019-12-21,서초구,30,14,12,21,winter,good
2019-12-21,성동구,33,24,12,21,winter,normal
2019-12-21,성북구,37,23,12,21,winter,normal
2019-12-21,송파구,34,23,12,21,winter,normal
2019-12-21,양천구,40,27,12,21,winter,normal
2019-12-21,영등포구,27,20,12,21,winter,good
2019-12-21,용산구,29,15,12,21,winter,good
2019-12-21,은평구,32,19,12,21,winter,normal
2019-12-21,종로구,38,27,12,21,winter,normal
2019-12-21,중구,37,30,12,21,winter,normal
2019-12-21,중랑구,36,19,12,21,winter,normal
2019-12-20,강남구,25,18,12,20,winter,good
2019-12-20,강동구,31,18,12,20,winter,normal
2019-12-20,강북구,34,22,12,20,winter,normal
2019-12-20,강서구,36,20,12,20,winter,normal
2019-12-20,관악구,29,18,12,20,winter,good
2019-12-20,광진구,27,15,12,20,winter,good
2019-12-20,구로구,32,24,12,20,winter,normal
2019-12-20,금천구,27,23,12,20,winter,good
2019-12-20,노원구,27,25,12,20,winter,good
2019-12-20,도봉구,24,16,12,20,winter,good
2019-12-20,동대문구,27,15,12,20,winter,good
2019-12-20,동작구,33,23,12,20,winter,normal
2019-12-20,마포구,29,19,12,20,winter,good
2019-12-20,서대문구,29,14,12,20,winter,good
2019-12-20,서초구,35,23,12,20,winter,normal
2019-12-20,성동구,29,20,12,20,winter,good
2019-12-20,성북구,32,16,12,20,winter,normal
2019-12-20,송파구,27,13,12,20,winter,good
2019-12-20,양천구,35,23,12,20,winter,normal
2019-12-20,영등포구,24,18,12,20,winter,good
2019-12-20,용산구,26,19,12,20,winter,good
2019-12-20,은평구,28,17,12,20,winter,good
2019-12-20,종로구,29,22,12,20,winter,good
2019-12-20,중구,28,22,12,20,winter,good
2019-12-20,중랑구,28,15,12,20,winter,good
2019-12-19,강남구,25,17,12,19,winter,good
2019-12-19,강동구,36,26,12,19,winter,normal
2019-12-19,강북구,30,19,12,19,winter,good
2019-12-19,강서구,26,14,12,19,winter,good
2019-12-19,관악구,29,18,12,19,winter,good
2019-12-19,광진구,27,15,12,19,winter,good
2019-12-19,구로구,21,13,12,19,winter,good
2019-12-19,금천구,22,17,12,19,winter,good
2019-12-19,노원구,24,20,12,19,winter,good
2019-12-19,도봉구,22,14,12,19,winter,good
2019-12-19,동대문구,26,15,12,19,winter,good
2019-12-19,동작구,27,18,12,19,winter,good
2019-12-19,마포구,25,15,12,19,winter,good
2019-12-19,서대문구,29,12,12,19,winter,good
2019-12-19,서초구,23,16,12,19,winter,good
2019-12-19,성동구,25,18,12,19,winter,good
2019-12-19,성북구,30,15,12,19,winter,good
2019-12-19,송파구,22,9,12,19,winter,good
2019-12-19,양천구,26,16,12,19,winter,good
2019-12-19,영등포구,17,12,12,19,winter,good
2019-12-19,용산구,30,23,12,19,winter,good
2019-12-19,은평구,29,16,12,19,winter,good
2019-12-19,종로구,29,20,12,19,winter,good
2019-12-19,중구,27,21,12,19,winter,good
2019-12-19,중랑구,30,15,12,19,winter,good
2019-12-18,강남구,36,29,12,18,winter,normal
2019-12-18,강동구,45,36,12,18,winter,normal
2019-12-18,강북구,45,33,12,18,winter,normal
2019-12-18,강서구,40,24,12,18,winter,normal
2019-12-18,관악구,37,24,12,18,winter,normal
2019-12-18,광진구,39,23,12,18,winter,normal
2019-12-18,구로구,34,23,12,18,winter,normal
2019-12-18,금천구,35,30,12,18,winter,normal
2019-12-18,노원구,37,33,12,18,winter,normal
2019-12-18,도봉구,33,23,12,18,winter,normal
2019-12-18,동대문구,38,26,12,18,winter,normal
2019-12-18,동작구,45,32,12,18,winter,normal
2019-12-18,마포구,37,25,12,18,winter,normal
2019-12-18,서대문구,40,19,12,18,winter,normal
2019-12-18,서초구,36,28,12,18,winter,normal
2019-12-18,성동구,33,24,12,18,winter,normal
2019-12-18,성북구,42,27,12,18,winter,normal
2019-12-18,송파구,32,18,12,18,winter,normal
2019-12-18,양천구,40,28,12,18,winter,normal
2019-12-18,영등포구,30,22,12,18,winter,good
2019-12-18,용산구,34,28,12,18,winter,normal
2019-12-18,은평구,33,22,12,18,winter,normal
2019-12-18,종로구,41,31,12,18,winter,normal
2019-12-18,중구,38,32,12,18,winter,normal
2019-12-18,중랑구,42,25,12,18,winter,normal
2019-12-17,강남구,25,19,12,17,winter,good
2019-12-17,강동구,32,23,12,17,winter,normal
2019-12-17,강북구,29,20,12,17,winter,good
2019-12-17,강서구,32,20,12,17,winter,normal
2019-12-17,관악구,28,17,12,17,winter,good
2019-12-17,광진구,28,18,12,17,winter,good
2019-12-17,구로구,28,21,12,17,winter,good
2019-12-17,금천구,23,20,12,17,winter,good
2019-12-17,노원구,25,20,12,17,winter,good
2019-12-17,도봉구,23,17,12,17,winter,good
2019-12-17,동대문구,31,18,12,17,winter,normal
2019-12-17,동작구,28,21,12,17,winter,good
2019-12-17,마포구,27,18,12,17,winter,good
2019-12-17,서대문구,27,14,12,17,winter,good
2019-12-17,서초구,31,22,12,17,winter,normal
2019-12-17,성동구,22,17,12,17,winter,good
2019-12-17,성북구,32,19,12,17,winter,normal
2019-12-17,송파구,23,14,12,17,winter,good
2019-12-17,양천구,32,21,12,17,winter,normal
2019-12-17,영등포구,25,15,12,17,winter,good
2019-12-17,용산구,25,18,12,17,winter,good
2019-12-17,은평구,28,20,12,17,winter,good
2019-12-17,종로구,28,21,12,17,winter,good
2019-12-17,중구,30,23,12,17,winter,good
2019-12-17,중랑구,29,16,12,17,winter,good
2019-12-16,강남구,34,22,12,16,winter,normal
2019-12-16,강동구,44,27,12,16,winter,normal
2019-12-16,강북구,33,20,12,16,winter,normal
2019-12-16,강서구,58,31,12,16,winter,normal
2019-12-16,관악구,42,24,12,16,winter,normal
2019-12-16,광진구,35,17,12,16,winter,normal
2019-12-16,구로구,45,29,12,16,winter,normal
2019-12-16,금천구,33,26,12,16,winter,normal
2019-12-16,노원구,34,27,12,16,winter,normal
2019-12-16,도봉구,34,20,12,16,winter,normal
2019-12-16,동대문구,39,21,12,16,winter,normal
2019-12-16,동작구,44,29,12,16,winter,normal
2019-12-16,마포구,41,25,12,16,winter,normal
2019-12-16,서대문구,31,15,12,16,winter,normal
2019-12-16,서초구,47,27,12,16,winter,normal
2019-12-16,성동구,35,20,12,16,winter,normal
2019-12-16,성북구,40,22,12,16,winter,normal
2019-12-16,송파구,36,17,12,16,winter,normal
2019-12-16,양천구,58,36,12,16,winter,normal
2019-12-16,영등포구,38,24,12,16,winter,normal
2019-12-16,용산구,29,23,12,16,winter,good
2019-12-16,은평구,33,18,12,16,winter,normal
2019-12-16,종로구,35,25,12,16,winter,normal
2019-12-16,중구,35,25,12,16,winter,normal
2019-12-16,중랑구,29,16,12,16,winter,good
2019-12-15,강남구,35,26,12,15,winter,normal
2019-12-15,강동구,45,34,12,15,winter,normal
2019-12-15,강북구,38,26,12,15,winter,normal
2019-12-15,강서구,52,31,12,15,winter,normal
2019-12-15,관악구,41,26,12,15,winter,normal
2019-12-15,광진구,36,20,12,15,winter,normal
2019-12-15,구로구,44,31,12,15,winter,normal
2019-12-15,금천구,34,31,12,15,winter,normal
2019-12-15,노원구,33,27,12,15,winter,normal
2019-12-15,도봉구,33,22,12,15,winter,normal
2019-12-15,동대문구,39,24,12,15,winter,normal
2019-12-15,동작구,42,30,12,15,winter,normal
2019-12-15,마포구,37,28,12,15,winter,normal
2019-12-15,서대문구,30,17,12,15,winter,good
2019-12-15,서초구,45,29,12,15,winter,normal
2019-12-15,성동구,33,23,12,15,winter,normal
2019-12-15,성북구,38,25,12,15,winter,normal
2019-12-15,송파구,32,18,12,15,winter,normal
2019-12-15,양천구,49,34,12,15,winter,normal
2019-12-15,영등포구,32,24,12,15,winter,normal
2019-12-15,용산구,27,26,12,15,winter,good
2019-12-15,은평구,32,20,12,15,winter,normal
2019-12-15,종로구,35,28,12,15,winter,normal
2019-12-15,중구,33,25,12,15,winter,normal
2019-12-15,중랑구,36,19,12,15,winter,normal
2019-12-14,강남구,40,29,12,14,winter,normal
2019-12-14,강동구,47,35,12,14,winter,normal
2019-12-14,강북구,46,31,12,14,winter,normal
2019-12-14,강서구,41.74800604,24.92161929,12,14,winter,normal
2019-12-14,관악구,48,31,12,14,winter,normal
2019-12-14,광진구,40,23,12,14,winter,normal
2019-12-14,구로구,38,26,12,14,winter,normal
2019-12-14,금천구,37,31,12,14,winter,normal
2019-12-14,노원구,38,31,12,14,winter,normal
2019-12-14,도봉구,38,25,12,14,winter,normal
2019-12-14,동대문구,41,25,12,14,winter,normal
2019-12-14,동작구,37,22,12,14,winter,normal
2019-12-14,마포구,36,24,12,14,winter,normal
2019-12-14,서대문구,35,20,12,14,winter,normal
2019-12-14,서초구,37,27,12,14,winter,normal
2019-12-14,성동구,37,26,12,14,winter,normal
2019-12-14,성북구,41,26,12,14,winter,normal
2019-12-14,송파구,15,9,12,14,winter,good
2019-12-14,양천구,43,28,12,14,winter,normal
2019-12-14,영등포구,31,24,12,14,winter,normal
2019-12-14,용산구,32,28,12,14,winter,normal
2019-12-14,은평구,37,22,12,14,winter,normal
2019-12-14,종로구,38,29,12,14,winter,normal
2019-12-14,중구,34,25,12,14,winter,normal
2019-12-14,중랑구,40,21,12,14,winter,normal
2019-12-13,강남구,32,17,12,13,winter,normal
2019-12-13,강동구,36,24,12,13,winter,normal
2019-12-13,강북구,29,18,12,13,winter,good
2019-12-13,강서구,41.74800604,24.92161929,12,13,winter,normal
2019-12-13,관악구,28,14,12,13,winter,good
2019-12-13,광진구,25,14,12,13,winter,good
2019-12-13,구로구,25,15,12,13,winter,good
2019-12-13,금천구,23,18,12,13,winter,good
2019-12-13,노원구,24,20,12,13,winter,good
2019-12-13,도봉구,22,14,12,13,winter,good
2019-12-13,동대문구,30,16,12,13,winter,good
2019-12-13,동작구,28,17,12,13,winter,good
2019-12-13,마포구,27,17,12,13,winter,good
2019-12-13,서대문구,25,11,12,13,winter,good
2019-12-13,서초구,41.74800604,21,12,13,winter,normal
2019-12-13,성동구,24,16,12,13,winter,good
2019-12-13,성북구,31,16,12,13,winter,normal
2019-12-13,송파구,22,9,12,13,winter,good
2019-12-13,양천구,33,18,12,13,winter,normal
2019-12-13,영등포구,26,15,12,13,winter,good
2019-12-13,용산구,21,18,12,13,winter,good
2019-12-13,은평구,26,14,12,13,winter,good
2019-12-13,종로구,29,21,12,13,winter,good
2019-12-13,중구,25,18,12,13,winter,good
2019-12-13,중랑구,28,13,12,13,winter,good
2019-12-12,강남구,24,14,12,12,winter,good
2019-12-12,강동구,24,19,12,12,winter,good
2019-12-12,강북구,24,17,12,12,winter,good
2019-12-12,강서구,26,16,12,12,winter,good
2019-12-12,관악구,24,14,12,12,winter,good
2019-12-12,광진구,15,11,12,12,winter,good
2019-12-12,구로구,18,13,12,12,winter,good
2019-12-12,금천구,21,19,12,12,winter,good
2019-12-12,노원구,20,17,12,12,winter,good
2019-12-12,도봉구,16,13,12,12,winter,good
2019-12-12,동대문구,22,12,12,12,winter,good
2019-12-12,동작구,25,17,12,12,winter,good
2019-12-12,마포구,23,13,12,12,winter,good
2019-12-12,서대문구,20,9,12,12,winter,good
2019-12-12,서초구,19,15,12,12,winter,good
2019-12-12,성동구,18,14,12,12,winter,good
2019-12-12,성북구,21,12,12,12,winter,good
2019-12-12,송파구,16,7,12,12,winter,good
2019-12-12,양천구,25,17,12,12,winter,good
2019-12-12,영등포구,19,14,12,12,winter,good
2019-12-12,은평구,20,13,12,12,winter,good
2019-12-12,종로구,21,18,12,12,winter,good
2019-12-12,중구,19,14,12,12,winter,good
2019-12-12,중랑구,41.74800604,24.92161929,12,12,winter,normal
2019-12-11,강남구,83,46,12,11,winter,bad
2019-12-11,강동구,84,63,12,11,winter,bad
2019-12-11,강북구,96,66,12,11,winter,bad
2019-12-11,강서구,87,51,12,11,winter,bad
2019-12-11,관악구,67,42,12,11,winter,normal
2019-12-11,광진구,59,42,12,11,winter,normal
2019-12-11,구로구,66,47,12,11,winter,normal
2019-12-11,금천구,65,54,12,11,winter,normal
2019-12-11,노원구,71,59,12,11,winter,normal
2019-12-11,도봉구,71,49,12,11,winter,normal
2019-12-11,동대문구,84,54,12,11,winter,bad
2019-12-11,동작구,75,53,12,11,winter,normal
2019-12-11,마포구,64,46,12,11,winter,normal
2019-12-11,서대문구,69,38,12,11,winter,normal
2019-12-11,서초구,83,54,12,11,winter,bad
2019-12-11,성동구,63,41,12,11,winter,normal
2019-12-11,성북구,112,80,12,11,winter,bad
2019-12-11,송파구,57,36,12,11,winter,normal
2019-12-11,양천구,78,50,12,11,winter,normal
2019-12-11,영등포구,58,37,12,11,winter,normal
2019-12-11,용산구,68,52,12,11,winter,normal
2019-12-11,은평구,77,45,12,11,winter,normal
2019-12-11,종로구,72,54,12,11,winter,normal
2019-12-11,중구,73,51,12,11,winter,normal
2019-12-11,중랑구,98,54,12,11,winter,bad
2019-12-10,강남구,79,47,12,10,winter,normal
2019-12-10,강동구,102,80,12,10,winter,bad
2019-12-10,강북구,118,82,12,10,winter,bad
2019-12-10,강서구,140,87,12,10,winter,bad
2019-12-10,관악구,100,70,12,10,winter,bad
2019-12-10,광진구,73,57,12,10,winter,normal
2019-12-10,구로구,101,78,12,10,winter,bad
2019-12-10,금천구,89,81,12,10,winter,bad
2019-12-10,노원구,90,77,12,10,winter,bad
2019-12-10,도봉구,94,65,12,10,winter,bad
2019-12-10,동대문구,106,76,12,10,winter,bad
2019-12-10,동작구,109,81,12,10,winter,bad
2019-12-10,마포구,98,81,12,10,winter,bad
2019-12-10,서대문구,104,64,12,10,winter,bad
2019-12-10,서초구,118,79,12,10,winter,bad
2019-12-10,성동구,80,58,12,10,winter,normal
2019-12-10,성북구,100,74,12,10,winter,bad
2019-12-10,송파구,72,53,12,10,winter,normal
2019-12-10,양천구,122,85,12,10,winter,bad
2019-12-10,영등포구,79,57,12,10,winter,normal
2019-12-10,용산구,87,73,12,10,winter,bad
2019-12-10,은평구,110,69,12,10,winter,bad
2019-12-10,종로구,100,82,12,10,winter,bad
2019-12-10,중구,101,76,12,10,winter,bad
2019-12-10,중랑구,65,38,12,10,winter,normal
2019-12-09,강남구,76,47,12,9,winter,normal
2019-12-09,강동구,76,61,12,9,winter,normal
2019-12-09,강북구,67,49,12,9,winter,normal
2019-12-09,강서구,76,47,12,9,winter,normal
2019-12-09,관악구,64,44,12,9,winter,normal
2019-12-09,광진구,52,39,12,9,winter,normal
2019-12-09,구로구,65,48,12,9,winter,normal
2019-12-09,금천구,47,42,12,9,winter,normal
2019-12-09,노원구,55,48,12,9,winter,normal
2019-12-09,도봉구,55,39,12,9,winter,normal
2019-12-09,동대문구,70,46,12,9,winter,normal
